datetime,field_tds,ph,tank_tds,water_temp
2024-12-11 02:45:32,1808.61426,6.90282,1808.61426,24.0625
2024-12-11 02:47:32,1808.49023,6.90578,1808.49023,24.0625
2024-12-11 02:47:32,1808.49023,6.90578,1808.49023,24.0625
2024-12-11 02:49:59,1808.3877,6.90487,1808.3877,24.05938
2024-12-11 02:49:59,1808.3877,6.90487,1808.3877,24.05938
2024-12-11 02:51:57,1810.35742,6.90369,1810.35742,24.05625
2024-12-11 02:51:57,1810.35742,6.90369,1810.35742,24.05625
2024-12-11 02:53:57,1811.07104,6.9032,1811.07104,24.05625
2024-12-11 02:53:57,1811.07104,6.9032,1811.07104,24.05625
2024-12-11 02:56:29,1809.51135,6.91141,1809.51135,24.05
2024-12-11 02:56:29,1809.51135,6.91141,1809.51135,24.05
2024-12-11 02:58:26,1809.31445,6.95351,1809.31445,24.0375
2024-12-11 02:58:26,1809.31445,6.95351,1809.31445,24.0375
2024-12-11 03:00:26,1807.6123,6.97163,1807.6123,24.04375
2024-12-11 03:00:26,1807.6123,6.97163,1807.6123,24.04375
2024-12-11 03:02:58,1807.04565,6.92396,1807.04565,24.05625
2024-12-11 03:02:58,1807.04565,6.92396,1807.04565,24.05625
2024-12-11 03:04:57,1805.69788,6.96206,1805.69788,24.05625
2024-12-11 03:04:57,1805.69788,6.96206,1805.69788,24.05625
2024-12-11 03:06:57,1806.43555,6.9689,1806.43555,24.0625
2024-12-11 03:06:57,1806.43555,6.9689,1806.43555,24.0625
2024-12-11 03:09:23,1805.63245,6.96672,1805.63245,24.05
2024-12-11 03:09:23,1805.63245,6.96672,1805.63245,24.05
2024-12-11 03:11:22,1804.13989,6.95332,1804.13989,24.01875
2024-12-11 03:11:22,1804.13989,6.95332,1804.13989,24.01875
2024-12-11 03:13:22,1804.6283,6.95149,1804.6283,24.00312
2024-12-11 03:13:22,1804.6283,6.95149,1804.6283,24.00312
2024-12-11 03:15:22,1804.33618,6.95265,1804.33618,24
2024-12-11 03:15:22,1804.33618,6.95265,1804.33618,24
2024-12-11 03:19:22,1806.17346,6.94761,1806.17346,23.99375
2024-12-11 03:19:22,1806.17346,6.94761,1806.17346,23.99375
2024-12-11 03:21:55,1804.98694,6.94212,1804.98694,23.99688
2024-12-11 03:21:55,1804.98694,6.94212,1804.98694,23.99688
2024-12-11 03:23:53,1804.35767,6.91875,1804.35767,24
2024-12-11 03:23:53,1804.35767,6.91875,1804.35767,24
2024-12-11 03:25:53,1804.53589,6.90932,1804.53589,23.975
2024-12-11 03:25:53,1804.53589,6.90932,1804.53589,23.975
2024-12-11 03:27:53,1803.99158,6.90851,1803.99158,23.94375
2024-12-11 03:27:53,1803.99158,6.90851,1803.99158,23.94375
2024-12-11 03:29:53,1800.93579,6.9078,1800.93579,23.95312
2024-12-11 03:29:53,1800.93579,6.9078,1800.93579,23.95312
2024-12-11 03:31:53,1805.25854,6.90409,1805.25854,23.9375
2024-12-11 03:31:53,1805.25854,6.90409,1805.25854,23.9375
2024-12-11 03:34:13,1802.01562,6.90913,1802.01562,23.93125
2024-12-11 03:34:13,1802.01562,6.90913,1802.01562,23.93125
2024-12-11 03:36:12,1803.22754,6.90856,1803.22754,23.9375
2024-12-11 03:36:12,1803.22754,6.90856,1803.22754,23.9375
2024-12-11 03:38:12,1804.9469,6.90647,1804.9469,23.93125
2024-12-11 03:38:12,1804.9469,6.90647,1804.9469,23.93125
2024-12-11 03:40:37,1804.901,6.90787,1804.901,23.92813
2024-12-11 03:40:37,1804.901,6.90787,1804.901,23.92813
2024-12-11 03:42:35,1807.00977,6.90493,1807.00977,23.93438
2024-12-11 03:42:35,1807.00977,6.90493,1807.00977,23.93438
2024-12-11 03:44:35,1806.63989,6.90531,1806.63989,23.8875
2024-12-11 03:44:35,1806.63989,6.90531,1806.63989,23.8875
2024-12-11 03:47:04,1807.42456,6.90777,1807.42456,23.89688
2024-12-11 03:47:04,1807.42456,6.90777,1807.42456,23.89688
2024-12-11 03:49:03,1811.02466,6.90517,1811.02466,23.88125
2024-12-11 03:49:03,1811.02466,6.90517,1811.02466,23.88125
2024-12-11 03:51:03,1809.0697,6.89982,1809.0697,23.875
2024-12-11 03:51:03,1809.0697,6.89982,1809.0697,23.875
2024-12-11 03:53:03,1811.71521,6.90322,1811.71521,23.875
2024-12-11 03:53:03,1811.71521,6.90322,1811.71521,23.875
2024-12-11 03:55:03,1808.89417,6.89606,1808.89417,23.875
2024-12-11 03:55:03,1808.89417,6.89606,1808.89417,23.875
2024-12-11 03:57:03,1812.70044,6.90034,1812.70044,23.86875
2024-12-11 03:57:03,1812.70044,6.90034,1812.70044,23.86875
2024-12-11 03:59:03,1809.2428,6.8967,1809.2428,23.86875
2024-12-11 03:59:03,1809.2428,6.8967,1809.2428,23.86875
2024-12-11 04:01:03,1811.95081,6.89403,1811.95081,23.875
2024-12-11 04:01:03,1811.95081,6.89403,1811.95081,23.875
2024-12-11 04:03:03,1809.66467,6.89664,1809.66467,23.85312
2024-12-11 04:03:03,1809.66467,6.89664,1809.66467,23.85312
2024-12-11 04:05:03,1808.58423,6.89936,1808.58423,23.875
2024-12-11 04:05:03,1808.58423,6.89936,1808.58423,23.875
2024-12-11 04:07:03,1810.125,6.89152,1810.125,23.875
2024-12-11 04:07:03,1810.125,6.89152,1810.125,23.875
2024-12-11 04:09:29,1809.11548,6.89659,1809.11548,23.86563
2024-12-11 04:09:29,1809.11548,6.89659,1809.11548,23.86563
2024-12-11 04:11:27,1809.91724,6.88716,1809.91724,23.86875
2024-12-11 04:11:27,1809.91724,6.88716,1809.91724,23.86875
2024-12-11 04:13:27,1809.2113,6.8876,1809.2113,23.875
2024-12-11 04:13:27,1809.2113,6.8876,1809.2113,23.875
2024-12-11 04:15:27,1812.24512,6.89416,1812.24512,23.87188
2024-12-11 04:15:27,1812.24512,6.89416,1812.24512,23.87188
2024-12-11 04:17:27,1812.01099,6.89509,1812.01099,23.875
2024-12-11 04:17:27,1812.01099,6.89509,1812.01099,23.875
2024-12-11 04:19:27,1814.62476,6.88604,1814.62476,23.8625
2024-12-11 04:19:27,1814.62476,6.88604,1814.62476,23.8625
2024-12-11 04:21:27,1816.02405,6.8859,1816.02405,23.875
2024-12-11 04:21:27,1816.02405,6.8859,1816.02405,23.875
2024-12-11 04:23:27,1817.25781,6.88795,1817.25781,23.86563
2024-12-11 04:23:27,1817.25781,6.88795,1817.25781,23.86563
2024-12-11 04:25:33,1813.53223,6.88701,1813.53223,23.86875
2024-12-11 04:25:33,1813.53223,6.88701,1813.53223,23.86875
2024-12-11 04:27:31,1815.03711,6.88046,1815.03711,23.86875
2024-12-11 04:27:31,1815.03711,6.88046,1815.03711,23.86875
2024-12-11 04:29:31,1814.71069,6.87958,1814.71069,23.875
2024-12-11 04:29:31,1814.71069,6.87958,1814.71069,23.875
2024-12-11 04:32:01,1811.91248,6.88108,1811.91248,23.86875
2024-12-11 04:32:01,1811.91248,6.88108,1811.91248,23.86875
2024-12-11 04:34:02,1813.72009,6.88134,1813.72009,23.875
2024-12-11 04:34:02,1813.72009,6.88134,1813.72009,23.875
2024-12-11 04:36:02,1814.24805,6.88304,1814.24805,23.87188
2024-12-11 04:36:02,1814.24805,6.88304,1814.24805,23.87188
2024-12-11 04:38:02,1812.3562,6.88738,1812.3562,23.86875
2024-12-11 04:38:02,1812.3562,6.88738,1812.3562,23.86875
2024-12-11 04:40:02,1811.54529,6.87788,1811.54529,23.84687
2024-12-11 04:40:02,1811.54529,6.87788,1811.54529,23.84687
2024-12-11 04:42:02,1814.95251,6.87409,1814.95251,23.84063
2024-12-11 04:42:02,1814.95251,6.87409,1814.95251,23.84063
2024-12-11 04:44:31,1810.71033,7.02024,1810.71033,23.84375
2024-12-11 04:44:31,1810.71033,7.02024,1810.71033,23.84375
2024-12-11 04:46:29,1814.36133,7.03228,1814.36133,23.84687
2024-12-11 04:46:29,1814.36133,7.03228,1814.36133,23.84687
2024-12-11 04:48:29,1811.37146,7.03646,1811.37146,23.85938
2024-12-11 04:48:29,1811.37146,7.03646,1811.37146,23.85938
2024-12-11 04:50:57,1814.43555,7.04802,1814.43555,23.85
2024-12-11 04:50:57,1814.43555,7.04802,1814.43555,23.85
2024-12-11 04:52:55,1819.7467,7.06473,1819.7467,23.8625
2024-12-11 04:52:55,1819.7467,7.06473,1819.7467,23.8625
2024-12-11 04:54:55,1818.97192,7.06839,1818.97192,23.85938
2024-12-11 04:54:55,1818.97192,7.06839,1818.97192,23.85938
2024-12-11 04:57:23,1821.89417,7.07109,1821.89417,23.87188
2024-12-11 04:57:23,1821.89417,7.07109,1821.89417,23.87188
2024-12-11 04:59:22,1820.96411,7.06192,1820.96411,23.85938
2024-12-11 04:59:22,1820.96411,7.06192,1820.96411,23.85938
2024-12-11 05:01:21,1821.57556,7.05382,1821.57556,23.84063
2024-12-11 05:01:21,1821.57556,7.05382,1821.57556,23.84063
2024-12-11 05:03:48,1818.10962,7.04293,1818.10962,23.8375
2024-12-11 05:03:48,1818.10962,7.04293,1818.10962,23.8375
2024-12-11 05:05:50,1818.64624,7.021,1818.64624,23.8375
2024-12-11 05:05:50,1818.64624,7.021,1818.64624,23.8375
2024-12-11 05:09:47,1822.00854,7.00714,1822.00854,23.8375
2024-12-11 05:09:47,1822.00854,7.00714,1822.00854,23.8375
2024-12-11 05:11:47,1817.00159,6.99126,1817.00159,23.83125
2024-12-11 05:11:47,1817.00159,6.99126,1817.00159,23.83125
2024-12-11 05:13:47,1816.55078,6.98605,1816.55078,23.8375
2024-12-11 05:13:47,1816.55078,6.98605,1816.55078,23.8375
2024-12-11 05:16:28,1815.60571,6.98651,1815.60571,23.85
2024-12-11 05:16:28,1815.60571,6.98651,1815.60571,23.85
2024-12-11 05:18:27,1815.8269,7.01266,1815.8269,23.8625
2024-12-11 05:18:27,1815.8269,7.01266,1815.8269,23.8625
2024-12-11 05:20:27,1818.12964,7.00444,1818.12964,23.85625
2024-12-11 05:20:27,1818.12964,7.00444,1818.12964,23.85625
2024-12-11 05:22:58,1814.22974,7.0055,1814.22974,23.8625
2024-12-11 05:22:58,1814.22974,7.0055,1814.22974,23.8625
2024-12-11 05:24:56,1815.61975,7.01998,1815.61975,23.875
2024-12-11 05:24:56,1815.61975,7.01998,1815.61975,23.875
2024-12-11 05:26:56,1818.09082,7.0173,1818.09082,23.875
2024-12-11 05:26:56,1818.09082,7.0173,1818.09082,23.875
2024-12-11 05:29:28,1816.30139,7.01663,1816.30139,23.875
2024-12-11 05:29:28,1816.30139,7.01663,1816.30139,23.875
2024-12-11 05:31:27,1817.0824,7.00969,1817.0824,23.9
2024-12-11 05:31:27,1817.0824,7.00969,1817.0824,23.9
2024-12-11 05:33:27,1813.08044,7.02216,1813.08044,23.8875
2024-12-11 05:33:27,1813.08044,7.02216,1813.08044,23.8875
2024-12-11 05:36:06,1813.37427,7.0287,1813.37427,23.91875
2024-12-11 05:36:06,1813.37427,7.0287,1813.37427,23.91875
2024-12-11 05:38:04,1810.75452,7.03678,1810.75452,23.9375
2024-12-11 05:38:04,1810.75452,7.03678,1810.75452,23.9375
2024-12-11 05:40:14,1813.34412,7.03978,1813.34412,23.93125
2024-12-11 05:40:14,1813.34412,7.03978,1813.34412,23.93125
2024-12-11 05:42:12,1810.8186,7.03599,1810.8186,23.9375
2024-12-11 05:42:12,1810.8186,7.03599,1810.8186,23.9375
2024-12-11 05:44:12,1814.13806,7.02587,1814.13806,23.9625
2024-12-11 05:44:12,1814.13806,7.02587,1814.13806,23.9625
2024-12-11 05:46:12,1816.75427,7.03053,1816.75427,23.95625
2024-12-11 05:46:12,1816.75427,7.03053,1816.75427,23.95625
2024-12-11 05:50:12,1821.18689,7.02507,1821.18689,23.99375
2024-12-11 05:50:12,1821.18689,7.02507,1821.18689,23.99375
2024-12-11 05:52:37,1818.1908,7.02735,1818.1908,24
2024-12-11 05:52:37,1818.1908,7.02735,1818.1908,24
2024-12-11 05:54:35,1818.36987,7.02272,1818.36987,24.00312
2024-12-11 05:54:35,1818.36987,7.02272,1818.36987,24.00312
2024-12-11 05:56:35,1820.44104,7.0237,1820.44104,24.025
2024-12-11 05:56:35,1820.44104,7.0237,1820.44104,24.025
2024-12-11 05:59:02,1819.74707,7.01759,1819.74707,24.04062
2024-12-11 05:59:02,1819.74707,7.01759,1819.74707,24.04062
2024-12-11 06:01:00,1822.67065,7.01129,1822.67065,24.0625
2024-12-11 06:01:00,1822.67065,7.01129,1822.67065,24.0625
2024-12-11 06:05:00,1823.50171,7.0091,1823.50171,24.09687
2024-12-11 06:05:00,1823.50171,7.0091,1823.50171,24.09687
2024-12-11 06:07:00,1824.14648,7.00154,1824.14648,24.125
2024-12-11 06:07:00,1824.14648,7.00154,1824.14648,24.125
2024-12-11 06:09:00,1828.86792,6.98993,1828.86792,24.125
2024-12-11 06:09:00,1828.86792,6.98993,1828.86792,24.125
2024-12-11 06:11:28,1826.62341,6.97981,1826.62341,24.14062
2024-12-11 06:11:28,1826.62341,6.97981,1826.62341,24.14062
2024-12-11 06:13:26,1831.49878,6.9745,1831.49878,24.1875
2024-12-11 06:13:26,1831.49878,6.9745,1831.49878,24.1875
2024-12-11 06:15:26,1834.12854,6.97186,1834.12854,24.2125
2024-12-11 06:15:26,1834.12854,6.97186,1834.12854,24.2125
2024-12-11 06:17:26,1835.18884,6.95294,1835.18884,24.21875
2024-12-11 06:17:26,1835.18884,6.95294,1835.18884,24.21875
2024-12-11 06:19:26,1842.95276,6.93876,1842.95276,24.25
2024-12-11 06:19:26,1842.95276,6.93876,1842.95276,24.25
2024-12-11 06:21:27,1845.25098,6.93286,1845.25098,24.2875
2024-12-11 06:21:27,1845.25098,6.93286,1845.25098,24.2875
2024-12-11 06:24:19,1849.60522,6.92819,1849.60522,24.30625
2024-12-11 06:24:19,1849.60522,6.92819,1849.60522,24.30625
2024-12-11 06:26:17,1852.05334,6.9309,1852.05334,24.35
2024-12-11 06:26:17,1852.05334,6.9309,1852.05334,24.35
2024-12-11 06:28:17,1854.23706,6.93306,1854.23706,24.375
2024-12-11 06:28:17,1854.23706,6.93306,1854.23706,24.375
2024-12-11 06:30:44,1856.53162,6.93387,1856.53162,24.38125
2024-12-11 06:30:44,1856.53162,6.93387,1856.53162,24.38125
2024-12-11 06:32:43,1860.86255,6.93081,1860.86255,24.4375
2024-12-11 06:32:43,1860.86255,6.93081,1860.86255,24.4375
2024-12-11 06:34:43,1859.76196,6.92801,1859.76196,24.48125
2024-12-11 06:34:43,1859.76196,6.92801,1859.76196,24.48125
2024-12-11 06:36:43,1862.10962,6.92418,1862.10962,24.5
2024-12-11 06:36:43,1862.10962,6.92418,1862.10962,24.5
2024-12-11 06:38:43,1861.94531,6.91683,1861.94531,24.55625
2024-12-11 06:38:43,1861.94531,6.91683,1861.94531,24.55625
2024-12-11 06:40:43,1864.62671,6.91798,1864.62671,24.5625
2024-12-11 06:40:43,1864.62671,6.91798,1864.62671,24.5625
2024-12-11 06:43:23,1862.32324,6.91919,1862.32324,24.61563
2024-12-11 06:43:23,1862.32324,6.91919,1862.32324,24.61563
2024-12-11 06:45:22,1864.96643,6.9172,1864.96643,24.66562
2024-12-11 06:45:22,1864.96643,6.9172,1864.96643,24.66562
2024-12-11 06:47:22,1864.98242,6.91314,1864.98242,24.6875
2024-12-11 06:47:22,1864.98242,6.91314,1864.98242,24.6875
2024-12-11 06:49:22,1863.53491,6.91249,1863.53491,24.7125
2024-12-11 06:49:22,1863.53491,6.91249,1863.53491,24.7125
2024-12-11 06:51:22,1862.00037,6.91228,1862.00037,24.75
2024-12-11 06:51:22,1862.00037,6.91228,1862.00037,24.75
2024-12-11 06:53:23,1859.57068,6.91579,1859.57068,24.76562
2024-12-11 06:53:23,1859.57068,6.91579,1859.57068,24.76562
2024-12-11 06:55:22,1858.99377,6.91035,1858.99377,24.81562
2024-12-11 06:55:22,1858.99377,6.91035,1858.99377,24.81562
2024-12-11 06:57:22,1861.67029,6.89995,1861.67029,24.85312
2024-12-11 06:57:22,1861.67029,6.89995,1861.67029,24.85312
2024-12-11 06:59:22,1856.30444,6.89836,1856.30444,24.875
2024-12-11 06:59:22,1856.30444,6.89836,1856.30444,24.875
2024-12-11 07:01:22,1858.8252,6.90194,1858.8252,24.90625
2024-12-11 07:01:22,1858.8252,6.90194,1858.8252,24.90625
2024-12-11 07:03:22,1856.87756,6.89613,1856.87756,24.9375
2024-12-11 07:03:22,1856.87756,6.89613,1856.87756,24.9375
2024-12-11 07:05:49,1857.47534,6.88921,1857.47534,24.95
2024-12-11 07:05:49,1857.47534,6.88921,1857.47534,24.95
2024-12-11 07:07:47,1854.79126,6.87042,1854.79126,25
2024-12-11 07:07:47,1854.79126,6.87042,1854.79126,25
2024-12-11 07:09:47,1854.22046,6.86219,1854.22046,25.0625
2024-12-11 07:09:47,1854.22046,6.86219,1854.22046,25.0625
2024-12-11 07:11:47,1855.27148,6.8585,1855.27148,25.125
2024-12-11 07:11:47,1855.27148,6.8585,1855.27148,25.125
